trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.6, 'e': 0.15577974928671173}",35,0,-14.226647588756316,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
186,False,"{'a': 0.6, 'e': 0.1542219517938446}",30,3,-2.503845026816249,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.15267973227590617}",30,15,4.791954549283732,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.1511529349531471}",20,2,-29.063703061942324,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
189,False,"{'a': 0.6, 'e': 0.14964140560361563}",20,0,11.06486730372791,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
190,False,"{'a': 0.6, 'e': 0.14814499154757946}",20,0,-31.321933140480994,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
191,False,"{'a': 0.6, 'e': 0.14666354163210368}",30,11,29.500054596730386,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.14519690621578263}",25,0,31.78572703323529,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.6, 'e': 0.1437449371536248}",20,9,19.033881133956047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.14230748778208857}",20,1,-98.51118067346208,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 3}",1
195,False,"{'a': 0.6, 'e': 0.14088441290426768}",25,20,9.458407841568599,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.139475568775225}",25,11,3.5367598902328217,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.13808081308747275}",30,18,-7.4939836290446715,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.6, 'e': 0.136700004956598}",25,5,17.996189516049615,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.13533300490703204}",25,0,43.65026888822441,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.6, 'e': 0.13397967485796172}",25,8,16.976712642018086,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.1326398781093821}",20,0,4.574539750480993,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
202,False,"{'a': 0.6, 'e': 0.13131347932828827}",20,0,29.781517627585576,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.6, 'e': 0.1300003445350054}",25,17,-5.503962431891307,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.12870034108965533}",20,2,-26.583829730402407,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
205,False,"{'a': 0.6, 'e': 0.1274133376787588}",25,0,-19.97103826160388,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.6, 'e': 0.12613920430197118}",30,22,15.311202284104096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.12487781225895148}",25,8,-28.742222404944883,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.6, 'e': 0.12362903413636196}",30,16,23.17736464732917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.12239274379499834}",20,14,12.735460821972538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.12116881635704835}",25,5,22.564760097020827,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.6, 'e': 0.11995712819347787}",20,11,16.017983361560997,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.11875755691154309}",20,9,-16.420302788764758,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.11756998134242766}",20,5,-14.195540848229458,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.6, 'e': 0.11639428152900338}",20,0,18.427044758445515,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.6, 'e': 0.11523033871371334}",20,0,-56.652227326872435,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
216,False,"{'a': 0.6, 'e': 0.1140780353265762}",20,0,20.914739662281637,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
217,False,"{'a': 0.6, 'e': 0.11293725497331045}",25,5,-17.269512343551586,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
218,False,"{'a': 0.6, 'e': 0.11180788242357734}",25,0,36.51239521027136,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.6, 'e': 0.11068980359934157}",25,10,21.779559966750494,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.10958290556334815}",20,0,-11.103778882228788,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
221,False,"{'a': 0.6, 'e': 0.10848707650771466}",25,20,9.208706806188326,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.10740220574263752}",30,0,25.576883436201765,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
223,False,"{'a': 0.6, 'e': 0.10632818368521114}",20,0,-14.173984035508472,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
224,False,"{'a': 0.6, 'e': 0.10526490184835903}",20,0,22.518209484626706,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.6, 'e': 0.10421225282987544}",25,3,31.1280453252601,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.10317013030157669}",20,4,26.056032600276243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.6, 'e': 0.10213842899856092}",20,0,27.927987701135986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.6, 'e': 0.10111704470857531}",20,13,-32.307935046668604,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.6, 'e': 0.10010587426148955}",25,0,37.006619346117894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.6, 'e': 0.09910481551887466}",20,9,20.64236694589589,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.6, 'e': 0.0981137673636859}",25,19,-9.419372855896935,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
232,False,"{'a': 0.6, 'e': 0.09713262969004904}",25,11,1.2610576578205164,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.6, 'e': 0.09616130339314856}",25,7,33.37658456482598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.6, 'e': 0.09519969035921708}",20,8,-29.616297396731856,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.6, 'e': 0.0942476934556249}",20,10,17.197775311109943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.6, 'e': 0.09330521652106866}",30,12,-14.544243651801104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,False,"{'a': 0.6, 'e': 0.09237216435585796}",25,0,14.307964657246758,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
238,False,"{'a': 0.6, 'e': 0.09144844271229938}",30,0,-59.069107736231956,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
239,False,"{'a': 0.6, 'e': 0.0905339582851764}",25,0,-17.781133858681475,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
240,False,"{'a': 0.6, 'e': 0.08962861870232462}",20,0,32.028186497763315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.6, 'e': 0.08873233251530138}",25,13,-0.6062488690921879,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.6, 'e': 0.08784500919014836}",25,0,-25.817846549941493,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
243,False,"{'a': 0.6, 'e': 0.08696655909824688}",25,5,28.310528741857144,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.6, 'e': 0.0860968935072644}",20,4,-10.774553761535984,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
245,False,"{'a': 0.6, 'e': 0.08523592457219176}",25,11,25.279979320976345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.6, 'e': 0.08438356532646984}",20,2,25.269635465152575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.6, 'e': 0.08353972967320515}",20,0,-25.4490300400545,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
248,False,"{'a': 0.6, 'e': 0.0827043323764731}",20,2,-13.373964400106539,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.6, 'e': 0.08187728905270836}",20,8,8.250996926727831,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.6, 'e': 0.08105851616218128}",25,17,12.010732638986296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.6, 'e': 0.08024793100055946}",20,13,13.37980523866283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.6, 'e': 0.07944545169055386}",30,16,-8.82574248645023,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.6, 'e': 0.07865099717364833}",25,10,-10.304460892850596,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
254,False,"{'a': 0.6, 'e': 0.07786448720191184}",20,0,7.31672255546496,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
255,False,"{'a': 0.6, 'e': 0.07708584232989273}",25,2,32.95102720466894,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.6, 'e': 0.0763149839065938}",20,5,28.841874032672845,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.6, 'e': 0.07555183406752786}",35,19,27.155072213905793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.6, 'e': 0.07479631572685258}",25,8,15.077121935371348,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.6, 'e': 0.07404835256958406}",20,0,-3.612448508817081,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
260,False,"{'a': 0.6, 'e': 0.07330786904388821}",30,0,-17.088016714441746,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
261,False,"{'a': 0.6, 'e': 0.07257479035344933}",20,2,9.672661340529254,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
262,False,"{'a': 0.6, 'e': 0.07184904244991483}",30,12,7.641041238891662,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.6, 'e': 0.07113055202541568}",25,15,18.117417904262354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.6, 'e': 0.07041924650516153}",25,0,38.98745485079193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.6, 'e': 0.06971505404010991}",35,0,54.30214867772124,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.6, 'e': 0.06901790349970881}",30,14,25.81618905861173,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.6, 'e': 0.06832772446471172}",20,16,9.40009378808113,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.6, 'e': 0.0676444472200646}",25,18,12.36527548335301,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.6, 'e': 0.06696800274786396}",20,0,30.02508722240481,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
270,False,"{'a': 0.6, 'e': 0.06629832272038531}",20,3,25.158543088179997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.6, 'e': 0.06563533949318147}",30,12,31.82268631087987,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.6, 'e': 0.06497898609824965}",35,23,19.868469270247846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.6, 'e': 0.06432919623726716}",20,6,26.36348094015669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.6, 'e': 0.06368590427489448}",25,8,20.184890897272187,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.6, 'e': 0.06304904523214554}",20,14,12.005056782732224,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.6, 'e': 0.06241855477982408}",30,12,-7.053687251052036,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
277,False,"{'a': 0.6, 'e': 0.06179436923202584}",30,16,1.9036138018971718,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.6, 'e': 0.06117642553970558}",25,0,37.83402819507624,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.6, 'e': 0.06056466128430853}",20,2,28.123371197347723,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.6, 'e': 0.05995901467146544}",20,0,35.857513655471706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.6, 'e': 0.059359424524750785}",30,18,23.40959656460037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.6, 'e': 0.05876583027950327}",30,14,30.459228079844827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.6, 'e': 0.05817817197670824}",25,11,9.833607884064332,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.6, 'e': 0.05759639025694116}",25,12,-20.871938107765978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.6, 'e': 0.057020426354371746}",30,2,-9.416333194268478,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.6, 'e': 0.05645022209082803}",20,14,13.004066173812525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.6, 'e': 0.05588571986991975}",20,8,-23.93441878508636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
288,False,"{'a': 0.6, 'e': 0.05532686267122055}",25,3,36.11968536122687,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.6, 'e': 0.05477359404450834}",20,9,5.770998693105236,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.6, 'e': 0.05422585810406326}",20,5,25.359348479303645,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.6, 'e': 0.05368359952302263}",30,0,19.607954487734606,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
292,False,"{'a': 0.6, 'e': 0.0531467635277924}",20,13,12.308614934841662,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.6, 'e': 0.05261529589251448}",25,0,32.642080941773614,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.6, 'e': 0.05208914293358933}",20,10,19.51523286319193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.6, 'e': 0.05156825150425344}",25,14,18.641059157991833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.6, 'e': 0.0510525689892109}",30,10,31.067199320402562,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.6, 'e': 0.050542043299318794}",35,5,19.421328143892662,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
298,False,"{'a': 0.6, 'e': 0.050036622866325604}",20,9,18.763255218189144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.6, 'e': 0.04953625663766235}",20,5,31.005477929773303,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.6, 'e': 0.04904089407128572}",30,13,-8.136853131281988,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.6, 'e': 0.04855048513057287}",30,10,34.239110567076615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.6, 'e': 0.04806498027926714}",25,8,28.04046882913563,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.6, 'e': 0.047584330476474465}",25,7,13.27573794839551,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.6, 'e': 0.04710848717170972}",25,15,-6.607453784597168,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.6, 'e': 0.04663740229999262}",20,8,18.944224117493647,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.6, 'e': 0.046171028276992696}",20,0,32.20226601313739,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.6, 'e': 0.045709317994222766}",20,1,27.498558918959894,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.6, 'e': 0.04525222481428054}",20,7,12.198612483112836,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.6, 'e': 0.04479970256613774}",30,21,15.276907273573094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.6, 'e': 0.044351705540476356}",20,5,29.65483914740651,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.6, 'e': 0.043908188485071595}",20,8,24.855939778089702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.6, 'e': 0.04346910660022087}",25,0,44.43888423926805,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.6, 'e': 0.04303441553421867}",20,0,20.992607809212004,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
314,False,"{'a': 0.6, 'e': 0.04260407137887648}",20,15,7.202929094718614,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.6, 'e': 0.04217803066508771}",20,3,24.230037633211595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.6, 'e': 0.04175625035843684}",30,0,38.90457624607152,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
317,False,"{'a': 0.6, 'e': 0.041338687854852466}",30,16,9.657509790564818,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.6, 'e': 0.040925300976303945}",30,19,20.549149934658438,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.6, 'e': 0.0405160479665409}",20,13,13.000530527055503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.6, 'e': 0.040110887486875496}",20,6,23.696860745555938,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.6, 'e': 0.03970977861200674}",35,27,13.1482670022962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.039312680825886674}",20,7,20.708397741109206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.038919554017627804}",25,10,26.402693933655108,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.03853035847745152}",35,13,30.314678265965924,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.03814505489267701}",35,19,31.480793526813088,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.03776360434375024}",20,6,12.788330231443839,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.03738596830031274}",25,10,24.296004028705347,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.03701210861730961}",20,8,23.24706978070579,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.03664198753113651}",25,14,22.509878577390975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.6, 'e': 0.036275567655825146}",20,2,29.81238070647342,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.03591281197926689}",25,0,25.628201880205758,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.6, 'e': 0.035553683859474224}",25,18,-30.121698957149317,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.6, 'e': 0.035198147020879485}",20,3,27.908486630298913,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.03484616555067069}",20,0,-9.952996586200403,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
335,False,"{'a': 0.6, 'e': 0.03449770389516398}",25,0,-2.9114083167392977,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
336,False,"{'a': 0.6, 'e': 0.03415272685621234}",25,7,-6.042500436562092,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.03381119958765022}",20,10,17.089187683276332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.6, 'e': 0.03347308759177372}",30,8,33.5403317247313,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.03313835671585598}",20,8,22.088509543261022,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.03280697314869742}",25,15,21.61573437250887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.03247890341721044}",30,18,21.682498139489542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03215411438303834}",30,20,20.85044836382813,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.6, 'e': 0.031832573239207955}",20,0,35.746412379799416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
344,False,"{'a': 0.6, 'e': 0.031514247506815876}",20,14,12.291867842670422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.031199105031747717}",25,17,-0.3344650830381628,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.03088711398143024}",20,10,18.779077757196784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.6, 'e': 0.030578242841615935}",30,13,30.597834400764103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.6, 'e': 0.030272460413199778}",25,17,15.92438917847993,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.02996973580906778}",35,23,21.258282346764876,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.029670038450977102}",25,0,39.81068602592273,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
351,False,"{'a': 0.6, 'e': 0.02937333806646733}",20,15,9.050028157383151,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.029079604685802656}",25,14,-20.397569295258844,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
353,False,"{'a': 0.6, 'e': 0.02878880863894463}",20,0,31.96126151537717,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
354,False,"{'a': 0.6, 'e': 0.02850092055255518}",20,11,16.394705199088083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.6, 'e': 0.02821591134702963}",30,0,1.5636429536302185,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
356,False,"{'a': 0.6, 'e': 0.027933752233559334}",25,0,37.722364212501894,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.6, 'e': 0.027654414711223742}",25,8,24.694711514302814,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.027377870564111503}",20,5,23.838764187359793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.02710409185847039}",20,0,32.66548849621464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
360,False,"{'a': 0.6, 'e': 0.026833050939885684}",20,6,22.16655313926643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.6, 'e': 0.026564720430486827}",25,6,32.2621776364111,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.6, 'e': 0.026299073226181958}",20,4,6.259171392379761,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.026036082493920136}",20,10,16.507991489322094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.025775721668980935}",20,9,22.09935576778864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.025517964452291125}",30,5,37.48452945181472,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.025262784807768213}",25,0,36.87795055938353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.6, 'e': 0.025010156959690534}",25,11,23.465412423818044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.024760055390093627}",25,15,19.01314953985274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.02451245483619269}",35,24,20.242877345423924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
